alias,preferred_term,alias_type,country_scope,source,confidence
Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Marble Ceiling Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Marble Finisher,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Marble Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Marble Setter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Marble Worker,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Mastic Floor Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Mosaic Floor Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Mosaic Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Mosaic Worker,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Parquet Floor Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Parquetry Floor Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile and Marble Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile and Marble Setter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Conduit Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Erector,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Finisher,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Man,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Mason,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Mechanic,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Tile Setter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Wood Tile Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Cement Finisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Cement Gun Operator,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Cement Mason,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Cement Mason Concrete Finisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Cement Patcher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Cementer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Column Precaster,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Construction Laborer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Cutter,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Cutting Operator,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Fence Builder,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Finisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Floater,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Floor Installer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Form Setter,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Grinder Operator,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Laborer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Mason,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Placement Equipment Operator,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Pointer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Polisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Rubber,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Setter,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Smoother,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Specialist,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Stone Finisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Swimming Pool Installer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Concrete Technician (Concrete Tech),source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Curb Builder,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Finisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Float Operator,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Floor Grinder,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Joint Finisher,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Joint Setter,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Mason,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Placement Specialist,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Swimming Pool Installer,source_onet_cement_masons_and_concrete_finishers,alias,all,open_taxonomy_supported,4
Artificial Marble Worker,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Build Master,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Buildmaster,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Coat Agent,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Concrete Journeyman,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Finisher,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Granite-Chip Terrazzo Finisher,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Grinder,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Installer,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Marble-Chip Terrazzo Worker,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Onyx-Chip Terrazzo Worker,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Roller,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Roofing Laborer,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Rustic Terrazzo Setter,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Template Worker,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Finisher,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Grinder,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Installer,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Journeyman,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Laborer,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Layer,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Mechanic,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Polisher,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Roller,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Setter,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Tile Setter,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Terrazzo Worker,source_onet_terrazzo_workers_and_finishers,alias,all,open_taxonomy_supported,4
Air Breaker Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Air Drill Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Air Gun Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Air Hammer Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Air Tool Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Aluminum Pool Installer,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asbestos Removal Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Distributor Tender,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Heater Tender,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Layer,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Patcher,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Paver,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Raker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Smoother,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Spreader,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Tamper,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Auxiliary Equipment Tender,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Awning Hanger,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Awning Installer,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Axman,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Batch Dumper,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Beller,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Belter,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Beltman,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Biofuels Plant Construction Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Bituminous Asphalt Technician,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Black Top Raker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Black Topper,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Bottom Man,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Bottom Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Breast Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Bridge Builder,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Broom Man,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Broom Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Brush Cutter,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Bull Float Finisher,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Burlap Man,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Burlap Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Caisson Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Caulker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Cement Breaker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Cement Cutter,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Cement Mixer,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Chuck Tender,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Cinder Crew Worker,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Circular Saw Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Column Precaster,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Concrete Building Assembler,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Concrete Buster Operator,source_onet_construction_laborers,alias,all,open_taxonomy_supported,4
Asphalt Distributor Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Distributor Tender,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Equipment Crew Member,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Equipment Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Paver,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Paver Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Paving Machine Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Paving Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Plant Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Raker,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Roller Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Screed Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Screedman,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Spreader Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Surface Heater Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Asphalt Tamping Machine Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Bituminous Paving Machine Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Black Top Machine Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Black Top Paver Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Black Top Roller,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Black Top Spreader Machine Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
Blacktop Paver Operator,source_onet_paving_surfacing_and_tamping_equipment_operators,alias,all,open_taxonomy_supported,4
