role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
Pedorthist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Prosthetic Clinician,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Specialists,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Audiology Assistant,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Audiology Technician,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Audioprosthologist,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Board Certified Hearing Instrument Specialist (Board Certified HIS),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Attendant,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Consultant,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Dispenser,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Fitter,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Specialist,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Aid Technician (Hearing Aid Tech),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Care Practitioner,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Care Professional,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Care Specialist,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Health Technician (Hearing Health Tech),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Instrument Dispenser,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Instrument Specialist (HIS),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Screen Technician,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Screener,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Screening Technician (Hearing Screening Tech),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Specialist,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hearing Technician (Hearing Tech),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Hearing Instrument Specialist (Licensed HIS),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
National Board Certified Hearing Instrument Specialist (National Board Certified HIS),source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Newborn Hearing Screener,source_onet_hearing_aid_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Health Technologists and Technicians, All Other",source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Audiometrist,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Brain Wave Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Central Supply Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cephalometric Analyst,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Medical Technician (CMT),source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Respiratory Therapy Technician (CRTT),source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Child Health Associate,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Closed Circuit Screen Watcher,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dialysis Patient Care Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dialysis Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drug Coordinator,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
EEG Technician (Electroencephalographic Technician),source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
EEG Technologist (Electroencephalographic Technologist),source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electroencephalogram (EEG) Technologist,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electroencephalograph Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electromyographic Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electroneurodiagnostic Technologist,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Emergency Department Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Emergency Room Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Encephalographer,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Health Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Extracorporeal Circulation Specialist,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Extracorporeal Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
First-Aid Attendant,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Care Sanitary Technician,source_onet_health_technologists_and_technicians_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Neurodiagnostic Technologists,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cardiovascular Operating Room Technologist (CVOR Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Intraoperative Neurophysiology Technologist (Certified Intraoperative Neurophysiology Tech),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Neurodiagnostic Technologist,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
EEG Tech (Electroencephalogram Technician),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
EEG Technologist (Electroencephalograph Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electroencephalogram Technologist (EEG Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electroencephalograph Technician (EEG Tech),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electroneurodiagnostic Technologist (END Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electrophysiology Technician,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
EP Technologist (Electrophysiology Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Intraoperative Neuromonitoring Technologist (IONM Tech),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Laboratory Technologist (Lab Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Technologist,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Neurodiagnostic Technician,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Neurodiagnostic Technologist (Neurodiagnostic Tech),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Neurophysiology Technical Specialist,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Neurophysiology Technologist,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Polysomnographer,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Polysomnographic Tech (Polysomnographic Technician),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Polysomnographic Technologist,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Polysomnography Technician,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Polysomnography Technologist,source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
R. EEG. T (Registered Electroencephalograph Technologist),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Registered EEG Tech (Registered Electroencephalogram Technician),source_onet_neurodiagnostic_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Medical Technologists,source_onet_ophthalmic_medical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Angiographer,source_onet_ophthalmic_medical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Angiography Technologist,source_onet_ophthalmic_medical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Diagnostic Ophthalmic Sonographer (CDOS),source_onet_ophthalmic_medical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Ophthalmic Medical Technologist (COMT),source_onet_ophthalmic_medical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Ophthalmic Technologist,source_onet_ophthalmic_medical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
